City,State,Country,Occurred,Lon,Lat,Shape,Summary,Media,Explanation
Fairbanks (20 miles south of),AK,USA,2/21/1999,0.0,0.0,Triangle,Saw a dark triangle shapes craft with very large white lights on the rear corners and also on the front all light were on the bottom of,0,0
Fairborn,OH,USA,4/16/19487/12/20034/26/20204/3/19636/27/20099/5/20064/25/19864/14/19394/25/19614/10/19923/8/20069/5/20014/11/202810/4/20234/3/195111/16/19994/21/19958/30/20194/16/19826/18/20194/16/19404/14/19394/22/19689/19/20054/15/19444/16/19394/17/19344/28/20172/28/19994/26/2020,0.0,0.0,FireballCigarTriangleFormationTriangleTriangleCigarTriangleOtherFlashOvalTriangleFireballOrbCircleOtherSphereTriangleOtherCircleLightTriangleLightTriangleFlashOtherLightDiskOtherTriangle,"Strange fireball floated into sky and shot up and dissapeard near wpafb in fairborncigar shapped craft,moving very fast and very high;with no contrail!Black triangle shape, 3 lights underneath and rear view of craft, one flashing light on forward flying front. Heading SW. Low.Object(s) were stationary, and had an orangish glow to them.Triangle craft over I-70 on June 27th, and 4:30 AM, near Fairborn, OHBlack Triangle Clearly Spotted In OhioMetallic Pill Shaped UFO flys overhead at park near Wright Patterson Air Force Base.To whom it may concern: ON FRIDAY JUNE 14, 2013 MY SON AND I DECIDED TO TAKE A NIGHT BIKE RIDE WHILE WE WERE RIDING THROUGH TOWN (FAIR4 bright orange lights in the sky.Strange blue flash over WPAFBTwo ufos escorted across FairbornTHE CRAFT GLIDED OVER ME SILENTLY ONE LIGHT IN FRONT THREE IN BACK AND ONE RED IN THE MIDDLE.UFO above Fairborn Ohio no noise and not man made.It was moving across the sky then it just disappeared.V shape of orange lites in the skySaw a very bright streak of light at about 500-1,000ft altitude with bright multicolored flashes of light emmiting from it. Estimated sOrange ball of light flying across the sky.It was a V-shaped craft with 2 white lights on both wings and 1 white light in the front.Black tube descending from sky to ground.Local weather man reported something in sky. So I went outside with phone to look for object. Saw the white light and recorded it. It lWent outside, looked up, saw four orange, unblinking lights in the sky. They appeared to be moving north in more or less a straight linI WAS RIDING MY BIKE WITH MY DAD AND WE NOTICED A BRIGHT FIREY LIGHT IN FAIRBORN OHIO ....THE LIGHT WAS SO BRIGHT AND AS IT GOT CLOSERBlinking lights that move suddenly in the sky.I am licensed radio operator and a trained weather spotter. On this evening I was outside to make weather observations while attemptingMy daughter and I saw a bright flash of exploding light in the sky over Fairborn, Ohio.Three UFO's in triangle formation over the WPAFB sky.4 orange/yellow bright lights /spheres in a cluster. 2 travelling together in a pattern then separating. 3-4 minutes.Possible saucer near Wright Patt AFB.Approximately 500ft. in the air, just below a low cloud line, I saw a small grey spherical object hovering. It would be best describedBlack Triangle shape, 3 lights underneath and rear view of craft , one flashing light on forward flying front. Heading SW. Low flying,",0,0
Fairburn,GA,USA,7/8/20199/1/19819/10/2005,0.0,0.0,LightDiskCircle,"I was sitting outside on my porch, stargazing as usual. I noticed a flying craft flying pretty low yet it didn’t make any noise. Nor diUFO sighting in Fairburn, GA around the fall of the year.9/10/05 Bright Light with tail moved quickly southward in Fulton County, Georgia",0,0
Fairbury,IL,USA,10/25/2006,0.0,0.0,Oval,2 OVAL SHAPED OBJECTS PURSUING EACH OTHER,0,0
Fairchild AFB,WA,USA,3/4/2009,0.0,0.0,Other,Silent strange shaped chopper,0,0
Fairchilds,TX,USA,2/12/2023,0.0,0.0,Orb,"My roommate & I were outside, she asked me to come to her and pointed at the sky. 3 bright, round lights were in the sky.",Y,0
Fairdale,KY,USA,4/29/19884/15/1966,0.0,0.0,FireballLight,"Green ""fireball"" with streak, East to West. While speaking to oldest daughter on phone *we both heard interference* Both heavery bright white light heading from north to south",0,0
Fairdale,WV,USA,7/19/2020,0.0,0.0,Egg,"I glanced up at the sky and noticed a very shiny silver, egg shaped object, moving very slowly like it was gliding. There was no sound",0,0
Fairdealing,KY,USA,8/22/2020,0.0,0.0,Fireball,"Orange Fireball in Eastern Sky, video and photo obtained.",0,0
Fairfax,CA,USA,7/15/196912/24/19904/10/198010/18/200410/17/20041/26/20209/1/202310/18/20044/12/1977,0.0,0.0,DiskOrbSphereEggChangingFireballCigarFormationSphere,"Disk shaped craft appeared, slowly zigzaged across town and took off.I have spent 25 or so years since then, every day of my life, trying to figure out what I, we saw.Light orange sphere periodically brightening and dimming5 black orbs ,in formation, gather into one egg shape form and fly off at 20 miles an hour ,at 3 thousand feet.I had reported this last year already, but wasnt clear. I had seen 4 or 5 black stationary dots. to the west ,at a low altitude. Suddenlow and close extremely bright white fireball Fairfax CA followed by loud boom.In the early evening I saw a cigar-shaped object.It had many blinking white lights, with some stationary. It moved slowly.black objectSaw a brightly glowing object in the sky that was pulsating red, blue, green and white light and was completely soundless. ((Sirius?))",0,0
Fairfax,MN,USA,4/14/1961,0.0,0.0,Triangle,Bright-orange-fire-in-sky-moving-formation-same-speed-no-sound-,0,0
Fairfax,MO,USA,12/7/2023,0.0,0.0,Light,Orange lights seen ascending up from great height,0,0
Fairfax,PA,USA,4/5/1943,0.0,0.0,Light,"6 red lights flying in a line over Fairfax, VA while changing speed and position before simultaneously disappearing",0,0
Fairfax,VA,USA,4/1/19714/14/20214/21/19312/19/19986/13/202012/27/20052/24/20024/23/19546/15/19698/16/20229/10/200210/13/20074/2/19436/6/20014/13/20174/20/19914/17/20211/1/202012/29/20034/25/20052/20/20055/6/20234/17/202010/5/20194/22/201911/7/20184/16/19403/23/19444/25/19946/16/20195/19/20194/13/19424/17/1956,0.0,0.0,OtherOtherSphereTriangleLightSphereChevronCircleOvalCylinderLightSphereOtherDiskLightCylinderLightCircleFireballTriangleLightCigarOtherLightFlashCigarFlashDiskTriangleLightDiskTriangleChevron,"Red/white lights on rotating box hovering, changed to green/blue lights as well when comes close and then flys away at surprising speedGlowing Saturn-Shaped Object: Fairfax, VA.Probable weather balloon in Busy Greater DC Airspace. ((NUFORC Note: Suspected weather balloon. PD))In the northern sky i saw 3 white lights (small, as in the average aircraft seen at night) with a red, flashing light between the two cImpossible movement for a plane or balloonA Neonish Red Sphere Appeared in the Night SkySon (12 years old) brought my attention to a V shaped object moving from just below the the belt of Orion (SE skies) to the Southwest.Almost every other night there will be 1-3 ufo's spotted from my balcony. I have videos and pictures. At first it will appear like a brHuge blimp-like craft; lights around the middle of craft; no sound; hovering above the highway.A consciousness event? Two cylindrical shaped objects appear a day after I wished for proof of UFOs.Blue light fell from the sky like a missleSpherical object traveling eastward then northward from Dulles Airport, paralleling Route 50 in Fairfax VA.Fast moving two humped camel back light sourceI was looking out my office window when I saw a metallic looking saucer like craft moving in erratic motions. It couldn't have been morFlashing red light in night sky for several hours.Three round object with winExtremely bright light.I saw a orange circular object flying higher than normal. ((anonymous source))1 fireball going east just above tree level very bright and orange burned out in 4 sec. no soundsTriangle craft spotted hovering over neighborhood house4 dancing lights ((NUFORC Note: Possibly advertising lights. PD))Object initially appeared dark and spherical, but quickly turned, revealing that it was dull gray and cigar-likeRound globe-like object fying/floating yet eratically over our neighborhood 3/22/14 around 10:00pm. Unknown object was glowing with4-5 objects flying to center and shooting back out. The center point appeared to move Southeast over 30 minutes over tall buildings anBrilliant flash of light illuminating my entire line of sight for 2 seconds approximately.Cigar shaped object maybe meteor break into smaller chuck, white glow, no tail. ((anonymous report))Orange lights seen at DC.Circular object one red, one orange, one white lightFrom about 23:00 to 00:30 I saw two triangle shaped figures in the sky. The appearance of the UFOs were that they had three white lightThere was a white light that was stationary in the sky around 8:30pm. Looked like a planet or a star. ((NUFORC Note: Balloon?? PD))white disc/saucer over Fairfax, Va. ((anonymous report))Triangular object gliding through the night sky.Chevron. No lights or sound. flew over head calmly fast. night time. 40ft @ 400ft above.",Y,0
Fairfax,VT,USA,4/10/20214/15/19524/19/1977,0.0,0.0,FlashLightDisk,"Five red flashing lights in the sky in a configuration over NW Vermont.Bright stationary light.Two-hour UFO event in Franklin County, Vermont, multiple witnesses.",0,0
Fairfax (GMU campus),VA,USA,4/3/1998,0.0,0.0,Oval,Observed bright object moving FAST. Many others witnessed the event on George Mason University campus while we were waiting to enter t,0,0
Fairfax County,VA,USA,1/2/200412/16/20068/2/20072/20/2004,0.0,0.0,OtherCircleCircleOther,"I was shopping in the Crossroads Shopping Center in Fairlax County on Route 7 (between Alexandria and Falls Church). I saw an object wibright circle light in the sky (it was morning hours)...did not look like a light from a plane ((NUFORC Note: Missile launch. PD))((HOAX??)) It was flying over ahead of us. At a fast paced speed.Airship w. Red Strobe Lights over Fairfax County, VA",0,0
Fairfax Station,VA,USA,4/15/19494/12/19374/13/1991,0.0,0.0,CircleOrbFireball,Orangish yellow ball falls from sky.Four bright orbs forming a rectangle that quickly regrouped into a straight line formation going upwards.Red/Orange Fireballs in the Sky,0,0
Fairfax to Woodacre,CA,USA,4/14/1958,0.0,0.0,Light,"Bright flashes of light every 1 to 2 minutes, no sounds, no clouds in sky",0,0
Fairfeild,ME,USA,7/20/2002,0.0,0.0,Disk,UFO seen on I95 in Maine near exit 35,0,0
Fairfield,CA,USA,10/31/200512/13/20059/10/20234/19/19579/1/19994/27/20034/13/19724/23/20154/16/19726/20/19678/17/19997/15/20054/25/19944/21/19814/7/19684/27/20212/9/20064/1/19894/5/20204/3/200711/1/20039/12/20184/29/19414/20/19848/23/20064/18/19994/23/19594/8/193912/5/200611/11/20199/25/20004/22/197011/24/20224/13/19364/20/19359/9/20186/1/19687/1/200611/1/20018/26/20004/23/20154/12/196710/16/20084/19/19982/20/19984/18/20049/19/200010/24/19974/10/20001/3/2001,0.0,0.0,TriangleOtherFormationOtherTriangleChangingTriangleLightOtherCigarOtherLightChevronCircleOrbFireballEggOvalOrbTriangleDiamondTriangleTriangleLightConeOtherCircleChevronOtherFormationCircleCircleCircleOtherFireballFireballCigarLightCircleLightChangingCircleRectangleOtherDiskFormationFireballSphereSphereOther,"Triangular craft hovering over highwaythe three light rotated and changed colors and shape10 orbs placed in a line equidistant from each other all traveling through the sky in unison.Curtain-shaped object shimmering/pulsating for 45 minutes. Southern sky. Seen by two people.A huge black triangular object was seen slowly traversing across the sky very close at what he estimated to be 900' off the ground. Th11/29/2016, Fairfield, CA, large floating object moving west to east, early evening.4/8/2013 - Large Slow Moving Triangle shaped craft - Fairfield, CABluish tail mist. ((NUFORC Note: US Navy missile launch. PD))3 rounds lights in a triangular shape color like a flaming yellow, no sound.I believeSTRANGE SILENT CRAFT SKIRTS MAJOR A.F. BASE!((NUFORC Note: Moving ""star"" turned bright bright blue and traveled at a fast pace.Small, still, V-shaped UFO.Two pulsating lights over the hills of FairfieldLarge amber colored orb by Travis Airforce base CALarge craft chases smaller craftTraveling east to west, egg shape object with brown flood lights beginning to flash and then spark.Shape was black in colorMe and my 65 year old mom were on her front porch when I saw 3 red lights low in the night sky, they were stationary at first, then theBoomerang UFODouble-diamond shaped object sighted in Fairfield CA. Silhouetted by half-moon. No speed estimate.Awoke with triangle marks on my body, twice. 2nd time, felt a pinch in my rib and passed out, awoke with second one in area of pinch.Coming down from Mt. Shasta to Fairfield seen triangle craft over Travis afb just hovering no sound one big light in centerGroups of strange orange lights seen over Fairfield, CA at 20:00 on 3-21-15.Sighting of Cone/Sphere shaped Crafts at Solano County Sherrifs Dept. , Fairfield, CA 500 Lights On Object0: YesI noticed brighter yellow flashing lights so i grab binoculars and it resembled a police copter with red white and blue colors.Orange light. ((NUFORC Note: Possible meteor or space debris? PD))not sure what this is9 People see a ""red star"" in the sky at midnite!! - My first sighting please contactI glanced up and saw a string formation of lights heading southeast. ((NUFORC Note: Cluster of ""Starlink"" satellites. PD))can't access examplesI was on the west side of my house looking south west at clouds passing the path of the moon when a bunch of little white dots that atBright reddish orange light visable for approx. 25 to 30 seconds then disappearedI believe this to be a comet. It had a blue tail and was yellow and red. In fact, it reminded me as a diamond in the night sky.Bright white light streaking low across horizon downward at about 35 degree angle. Looked to be about 15 miles away. Just before it dStrange fireball object in night sky.There real and this is the proofred light over Suisun City, Ca seen from Fairfield, CaBig, round, and glowing white, flipped from one side to the other seeing the black center, and watching it drop gold particules.A white light, totally quiet, turned to yellow and then red before completely disappearing.Comet-like light in the western sky, traveling south to north. ((NUFORC Note: US Navy missile launch. PD))4 red lights-seen 2 at a time.me and my friend were in his garage and my friend said ""HOLY CRAP"" i think im looking a UFO then i look and it has 4 white lights and 1Sighted a bright orange pyramid-shaped object descending through the atmosphere, leveling off, and flying in a Southeasterly direction.While at lunch and sitting in my car I noticed an object moving across the Southern Sky. It was Saucer shaped and provided a beam aspecCIRCLE OF 8 RED LIGHTS APPEARED IN WESTERN SKY TONIGHT, AND THEN FADED AWAY, WITH NO NOISE..2 fire balls in the sky, apparently communicating with each otherRound blue-green object seen hurling to earth. It disappeared before reaching the ground. It was only visible in the night sky for apQuick moving sphere of light that exploded and disappeared instantly.Thought at first it was a falling star ???????????????????",0,Starlink
Fairfield,CT,USA,4/12/19676/18/200310/1/20095/4/20014/11/20015/28/20084/15/198110/14/20068/1/19777/14/202310/1/20098/6/20183/17/20101/7/200612/2/2020,0.0,0.0,TriangleLightLightDiskFireballLightTriangleFireballOtherOrbLightLightTriangleCircleLight,"Yellow lights forming a triangle witnessed by 2 near fairfield ct5 lights bouncing across the night sky.2 seperate observations. Fairfield, CTWe saw a silver, shiny object shooting through the sky on a Summer afternoon.Large yellow/white fireball seen in fairfieldBright object in sky suddenly disappearsAs I was driving South from Milford to Fairfield on I95 at 5:00 PM I saw 2 triangular aircraft near each other VERY BRIGHTLY LIT (possiOctober 14.2006 2:24 Large bluegreen fireball fell acrosss the sky in Fairfield ConnecticutIn my youth, my friend and I witnessed an inverted, glowing teacup hovering over Fairfield University campus.Traveling orb plus a ‘star’2 seperate observations. Fairfield, CTWitnesses had seen multiple objects in the sky that clearly move and pulsate, but not aircraft.Slow moving black triangle 1000 ft high directly overheadbright circualr object appeared to rotate horizontallytwo objects that appeared through my camera as white, seem that they had the ability to become one and seperate at high speed.",0,0
Fairfield,IA,USA,1/9/20204/2/194012/22/201910/7/200310/7/200311/16/19998/23/20093/15/19957/15/199711/19/20034/7/19456/20/196811/19/2003,0.0,0.0,LightFireballLightFormationFormationFireballOvalCigarSphereTriangleLightOtherTriangle,"Upstairs neighbor knocked on our door and led us outside. She said it was tons of drones. ((""Starlink"" satellites??))aCrash down of a red green firebal at 7:10 pm Wed. March 3rd north of Fairfield, Iowa being observed by 4 jets.8 lights flying S to equal distance from each other and disappeared ((NUFORC Note: Starlink satellites? PD))Just after nightfall I observed a cluster of white blinking lights high overhead, moving steadily in a westerly direction.MUFON/IOWA FOLLOW-UP REPORT: This Fairfield report of group of 5-6 lights is one of 3 reports at same time on same night in IowaGreenish apearing fireball with spark tail heading slowly eastward.5 lights in shape of oval traveled from southwest to northeast sky which looked to outline one object at 3:16 AM.I was pastor of a rural church. One of the members of the congregation and I were leaving a Bible study when we noticed a strange cigarextremely bright reflective sphere changed into eccentric cigar chapeMUFON/IOWA FOLLOW-UP REPORT: Low-altitude triangle with triangular shaped pinkish-white lights at angles.I am a night sky watcher and I have seen a lot of military maneuvers and a few strange things in this area, but what I saw this eveningHuge object 100'-150'appearing like a chrome coated deflated balloon moved slowly over Fairfield, Iowaobserved triangle shaped object fly from north to south at slow speed making no noise. Corners were glowing triangles",0,0
Fairfield,ID,USA,12/5/20204/24/2020,0.0,0.0,FormationLight,"25 ufo's over Fairfield, IDRow of lights headed Northeast. ((Starlink satellites?))",0,0
Fairfield,IL,USA,11/18/2023,0.0,0.0,Sphere,Clear blue skies. I was pulling out of my property and saw the sphere.,0,0
Fairfield,ME,USA,4/25/19684/27/20024/25/196810/15/1999,0.0,0.0,CircleCrossCircleLight,"Black dot the size of a star appeared and began to shine a green light intermittently as it flew over the Kennebec River to N.One light in the center, the brightest then 4 on each side like a plus signWhite 'stars' that suddenly appear out of nowhere and begin zooming across the sky, sharp turns. ((NUFORC Note: Satellites?? PD))spotted light moving through the sky at high rate of speed. Thought to be a plane or helicopter but too fast for helicopter and han on",0,0
Fairfield,OH,USA,4/28/19924/7/19364/30/20214/10/19974/19/19648/16/1996,0.0,0.0,CircleDiskFireballFireballTriangleTriangle,"Was taking my dog outside when I looked up at the stars as I usually do, when I first seen what I assumed was an aircraft traveling W tSaucer with Winged-Shaped LightsGreen flash, streak, fireball.Orange orbs rise and hover before disappearing.V-shaped lights over Fairfield & Hamilton Ohio.Triangle shape observed on bright sunny day",0,0
Fairfield,PA,USA,3/22/200411/9/2004,0.0,0.0,LightDisk,Slow moving object in night sky abruptly disappears3 craft with saucer like appearance within miles of underground pentagon.,0,0
Fairfield,TX,USA,6/1/197810/20/200810/21/200810/28/20088/20/20006/16/2006,0.0,0.0,RectangleOtherFormationOvalCylinderFormation,"A rectangular object with reflective illumination travels accross the skyMultiple sightings in Central Texas (Freestone County area)Fairfield, Freestone County, Texas 3 cylinder long gun barrel shiny objects at dusk on Western horizon, there for over 20 minutesRed glowing oval object with whitish blue halo effect Southwest of Fairfield, Freestone County observed for 20 minutesA cylinder object with red and turquoise colors that had been moving back and forth, then stationary.4 lights racing across the sky, then stop for a split second, one semicircles the others then all take a 90 degree turn and race away.",0,0
Fairfield,VA,USA,4/7/1959,0.0,0.0,Flash,My friend was driving me home and in the tree line right in front of us something pass over the road at a rapid rate of speed.,0,0
Fairfield,WA,USA,11/10/20224/29/2010,0.0,0.0,LightCigar,"Ball of light, sometimes flashing red, white, green; sometimes bigger and solid whiteSillver cigar shaped object witnessed by 2 people in eastern Washington. Object hovered in western sky before vanishing",0,0
Fairfield (Shiloh Rd.),CA,USA,10/9/1999,0.0,0.0,Fireball,"It appeared to be a very bright star that was hovering over Travis Air Force Base, however it not only went from very bright to very di",0,0
Fairfield (east of),TX,USA,4/2/1988,0.0,0.0,Changing,huge light that seemed to hover and then quickly dropped and climbed back up slowly,0,0
Fairfield County-NYC area,CT,USA,4/11/1954,0.0,0.0,Fireball,5 glowing orbs seen traveling in NYC area,0,0
Fairfield view,CT,USA,3/5/2018,0.0,0.0,Circle,"We're looking SW, far into the sky; trying to determine if this is a star or a craft. ((NUFORC Note: Sirius? PD))",0,0
Fairfield/Benicia (near),CA,USA,6/30/1972,0.0,0.0,Fireball,"Large fireball moving slowly, horizonally, very low in the sky, lighting up everything for miles around.",0,0
Fairfield/Bridgeport,CT,USA,9/7/2009,0.0,0.0,Light,Very bright light seen over Tunxis Hill from I-95 in Bridgeport and Fairfield.,0,0
Fairfield/Vallejo (between),CA,USA,5/20/2004,0.0,0.0,Rectangle,"My family was driving west on HI 80 from Fairfield, CA (heading for Vallejo, CA)when I looked up towards the sun which was partially co",0,0
Fairfiled,ID,USA,4/1/2006,0.0,0.0,Light,"Multiple sightings of lights and disks over Fairfield, Idaho of several years. ((NUFORC Note: Celestial bodies or satellites? PD))",0,0
Fairfirld,CA,USA,4/15/2006,0.0,0.0,Disk,a round grey saucer appeared in my pictures of the moon it was next to it on 3 sides within seconds of my pictures,0,0
Fairforest,SC,USA,4/2/2023,0.0,0.0,Cylinder,"Two white cylindrical objects, no sound, no visible means of propulsion, and no wings.",Y,Aircraft
Fairgrove,MI,USA,4/23/19484/23/1953,0.0,0.0,RectangleRectangle,"Large square object floating silently slowly overhead and an object flew out and went in opposite direction.Very large, square shaped headed west, smaller red light shoots out from back and heads east.",0,0
Fairhaven,MA,USA,4/18/19539/11/20014/26/19754/14/19904/18/202512/24/19704/22/20014/12/2019,0.0,0.0,LightCircleDiamondTeardropLightDiskSphereOrb,"Orange/peach colored flickering light floating from south to north along the east side of Sconticut Neck.Circular ball of fire racing across the sky on the day america was attacked.Stuck in traffic saw few people get out of car pointing towards sky saw 4 black diamond shaped objects just still in sky I still can'tI was glad to have a late night sighting and share it with my daughter.Three Silent Lights Spotted in Fairhaven, MA.As I looked up, I was in shock to see the underbelly of a flying dark grey metallic disk, emitting a soft blue light over the house.Unknown brilliant spheres baffles Massachussetts teacherLarge circular orb appeared in the sky moving quickly in a south, southeast direction and disappeared after about four seconds.",0,0
Fairhope,AL,USA,4/22/20018/16/20234/17/198410/25/202211/6/20224/5/199710/6/20194/16/19784/15/20014/5/1997,0.0,0.0,FireballStarLightRectangleChangingOtherTriangleCrossDiskCircle,"Fireball moving across the sky for a good 2 minutes.Looked into the sky over the bay and these lights were appearing and moving west to east.Strange lights seen over Fairhope, Alabama.Large bright stationary object - then disappeared.See them daily. Coming close to me now. Saw alien creatures recently. Seen day and night.Witness observes tire-shaped object w/windows.A shaped ufo’s spotted in FairhopeHaving small fire with husband seen ufo in shape of cross with white and green lights hover back and forth doing patterns in sky.2 different objects on the same day at 2 different times.Man walking dog sees tire-shaped object w/windows. No sound, no animal reaction.",YYY,Starlink
Fairland,IN,USA,4/21/1988,0.0,0.0,Light,WAS WATCHING THE FIREWORKS SHOW AT INDIANA GRAND CASINO WHEN I NOTICED A LIGHT HOVERING IN THE SKY AROUND THE SHOW.,0,0
Fairlawn,NJ,USA,6/30/20088/8/2002,0.0,0.0,OtherFlash,Strange object sighted in wester sky.A flashing light in the sky,0,0
Fairlawn,OH,USA,4/19/20237/31/2002,0.0,0.0,CircleTriangle,Orange balls in line moving slowly north to southTriangular pattern witnessed on summer night in backyard,0,0
Fairlee,VT,USA,2/21/20224/24/19334/19/19424/1/1936,0.0,0.0,LightOvalFormationCross,"Looked like a star and moving around erratically.Three pairs of two bright orange discs low in the sky that would change luminosity, and were all connected to each other by a tail.Large arrow-shape object over town.sighting in fairlee vt",0,0
Fairless Hills,PA,USA,1/24/20094/3/202012/4/20054/18/20254/11/201511/11/20064/12/20245/20/2002,0.0,0.0,OvalFireballChevronCircleCircleLightTriangleTriangle,"Faint reddish-orange oval with one red light revolving around it. Extremely smooth travel that was viewed for approximately 30 sec.Flame flying across skyChevron shaped objects, multiple lights, heading northwest to southeast at high rate of speed.Driving south bound business route 1(Lincoln highway) look up in the SW sky and noticed 3 lights in a triangle pattern.Bright Light""Stars"" Pulsating and moving erraticly.3-8 objects. Each object appeared to have a number of intermittently blinking lights spanning the object. We observed one or two objeTriangular UFO seen directly over head flying 20 mph",0,0
Fairless Hills/Levittown,PA,USA,4/3/1992,0.0,0.0,Triangle,I was driving from Vermilion Hills section of Levittown to Fairless Hills (right around the corner) and through the trees noticed light,0,0
Fairmont,MN,USA,5/3/20225/19/20046/30/1975,0.0,0.0,LightCircleCigar,"I saw an orange one that I typically see then noticed the more brilliant one 30° above horizon which spawned a smaller one made dogs hoHBCCUFO CANADIAN REPORT: White, round light in the sky with what had appeared to be smoke by it.saw an extremely large cigar shaped ship moving slowly and very close to the ground.",Y,0
Fairmont,NC,USA,11/29/2023,0.0,0.0,Other,Small light-colored object moving very fast then instantly disappeared.,0,0
Fairmont,WA,USA,12/9/1965,0.0,0.0,Other,In 1965 i was 9 years old and me and mt sister saw a fire ball craft tha looked like a acorn shaped craft somewhat like a bell with sim,0,0
Fairmont,WV,USA,8/19/20019/2/20224/12/20163/5/20244/10/19758/7/20184/15/20174/26/19374/7/20054/16/19884/14/1947,0.0,0.0,DiamondSphereSphereCircleOrbOrbCircleCircleFireballLightFireball,"I Just woke up and looked out my window and saw two dimond saped bright green and had four wings.Orange sphere in the skyIlluminated spear viewed over Fairmont WV on 11-03-12 at 8:28 PM.they were both stationary for the few minutes I watched and then they both flew straight up and through a cloudSpinning UFO's over West VirginiaI saw an orb in the skyCrazy lolBright diagonal lights, slowly dim away. ((anonymous report))6/11/2011 West Virginia fireballs in the evening sky.Three smooth gliding amber lights;no blinkers,two kept same distance apart moving WSW to ESE as moon stayed still while one followed.Red, orange fiery, glowing sphere witnessed by five people.",0,0
Fairmont Township (Luzerne Co.),PA,USA,2/4/2001,0.0,0.0,Sphere,Pale yellow sphere near nuclear plant in PA.,0,0
Fairmont/Morgantown,WV,USA,4/12/1993,0.0,0.0,Disk,"Red, yellow/white, and blue lights on saucer object floating over house. UFO WV.",0,0
Fairmount,GA,USA,3/3/2019,0.0,0.0,Light,Faint light source as one became three above heavy night cloud. Began to chase through sky as if searching. ((anonymous report)),0,0
Fairmount,IL,USA,9/2/2022,0.0,0.0,Triangle,V or triangle shoes craft 3 lights one in front larger/brighter,Y,0
Fairmount,IN,USA,7/15/1979,0.0,0.0,Cigar,Cigar shaped craft - similar sighting listed in same area,0,0
Fairplain,WV,USA,1/17/2020,0.0,0.0,Circle,We saw the craft coming over the hill till it got so close I could see it and it was a space ship with lots of lights coming off it,0,0
Fairport,NY,USA,4/14/19674/7/19814/13/19436/5/202210/1/19768/31/20056/23/200411/10/20234/8/20104/11/20014/15/20224/3/1970,0.0,0.0,CircleFireballTriangleCircleDiskLightOrbChangingFormationFireballOvalTriangle,"A circle craft being followed by two military jets which were close together and NO SOUND from the 3 of them.SHOCKINGTriangle flies silently over house.Multiple unkniwn objects in the sky.Disk shaped UFO with continous changing color band in the middle. Hoovered for a few minutes about 3 stories off the ground above a crA couple of friends and my self were sitting in the park in the village when I looked to my left and noticed a ball of orange like lighOdd orb like object hovering very closely above the canal that was joined by another and took off suddenly after a couple moments.Alien standing on the front porch2 large lights in the sky with a orange glow. At first thought to be a plane flying very low and quite, however they joined together to4 red/orange lights/fireballs in sky over Fairport NYFlying orb of light casts an eerie silence.Red and White lights blinking and dancing across the sky rapidly.",Y,0
Fairport,OH,USA,9/12/2022,0.0,0.0,Circle,Thought it was a shooting star till I looked at video,0,0
Fairport Harbor,OH,USA,3/3/2024,0.0,0.0,Circle,Pulsating orb that disappeared out of nowhere,Y,0
Fairview,AL,USA,11/3/2008,0.0,0.0,Sphere,"Giant green light appears ,drops and disappears.",0,0
Fairview,ID,USA,4/20/1937,0.0,0.0,Cylinder,"A larger UFO that was around 5 cylinders together and around 200 feet wide and long, and smaller UFO that was just one cylinder.",0,0
Fairview,MI,USA,10/28/200010/29/2000,0.0,0.0,ChangingDisk,"Sighting in Northern Michigan 10/28/00Pulsating object changed colors from yellow to white to red, burst with a ring of red then reappeared",0,0
Fairview,MT,USA,4/6/20194/18/1942,0.0,0.0,OtherCircle,Were 3 bright blue twinkling lights above my house. Wasn’t sure if it was some sort of constellation at first. ((anonymous report))Reddish object in sky.,0,0
Fairview,NC,USA,7/11/202312/21/20046/29/20184/19/19402/13/20094/18/1936,0.0,0.0,FlashChangingTeardropLightOvalLight,"Flashes of color across Western skyUFO sightings in the eastern sky.I was driving down Highway 17 in Fairview. When I looked up and saw a teardrop or Starlight shape two white lights one on top one on boYellow/orange glowing object in Fairview.White light rose vertically from ground, oval craft hovered over trees then flew over house and ascended.6 lights in sky over my house very loud humming sound",0,0
Fairview,NJ,USA,9/7/20086/17/20207/17/19774/14/2008,0.0,0.0,LightTriangleCircleOther,Star like object flying around the moon.A bunch of unexplained beams of lights coming from meadowlands area and huge triangle shaped falling starsA flying globe looking object.Unknown silent silver object seen moving randomly over NJ and New York City,0,0
Fairview,OR,USA,4/27/20004/13/1941,0.0,0.0,TriangleChanging,A large craft with 4 solid white lights was flying low across the sky and then vanished.Large diamond shaped aircraft with bright orange lights hovered over freeway with no sound.,0,0
Fairview,PA,USA,4/11/19534/17/1983,0.0,0.0,LightTriangle,"It looked like a bright amber colored star flying at plane speed and altitude.Strange, slowly moving fireball like object in the sky.",0,0
Fairview,TN,USA,4/7/20287/3/20075/18/1999,0.0,0.0,LightLightLight,Triangular UFO rising from Nashville and heading south at amazing speed.Multiple star like high altitude objects over middle TN.Very bright light (we thought it was a planet) upper left of moon that just disappeared,0,0
Fairview,UT,USA,9/26/2004,0.0,0.0,Cylinder,silver grey disk shaped,0,0
Fairview (Scott County),VA,USA,12/15/1992,0.0,0.0,Disk,"Two saucer-like objects with lights floating along a valley seen by two witnesses, went up the mountain and disappeared.",0,0
Fairview (rural),WV,USA,4/19/2002,0.0,0.0,Circle,"Green circular object hovers briefly high in north sky, then speeds toward the ground in a laser like fashion.",0,0
